caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
That’s not what I meant when I said to dig deeper.,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
We’ve uncovered a lot today.,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
This session will prepare you to dig into your unconscious.,1.3564356435643563,0.0573061232811397,101,70,26,5,not_evaluated,not_evaluated
What if downstairs is also out of sugar?,1.3564356435643563,0.0606632621070906,101,72,22,7,not_evaluated,not_evaluated
Are you digging into or digging out of?,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
I think we're going to have to dig more deeply for you to feel grounded.,1.3564356435643563,0.0622740007664015,101,73,20,8,not_evaluated,not_evaluated
Now let’s work on your issue with literalism.,1.3564356435643563,0.0555515253033882,101,69,28,4,not_evaluated,not_evaluated
We're exploring the subconscious? Not the sub-basement?,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
Say more about how you're burying your feelings.,1.3564356435643563,0.0573061232811397,101,70,26,5,not_evaluated,not_evaluated
Well it looks like I’ve finally been able to draw you out of your hole.,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
"Yes, yes, based on everything we've discussed, you do indeed seem to have dug yourself into a hole.",1.3564356435643563,0.0573061232811397,101,70,26,5,not_evaluated,not_evaluated
Don't hit the water pipes on you're way out.,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
I just think you should plant the tree closer to the window.,1.3564356435643563,0.0606632621070906,101,72,22,7,not_evaluated,not_evaluated
What did we say about respecting boundaries?,1.3564356435643563,0.0606632621070906,101,72,22,7,not_evaluated,not_evaluated
'You might be misinterpreting buried feelings.,1.3564356435643563,0.0606632621070906,101,72,22,7,not_evaluated,not_evaluated
Shouldn’t we at least wait until we hear the results?,1.3564356435643563,0.0638441146342713,101,74,18,9,not_evaluated,not_evaluated
I told you my methods were  unconventional,1.3564356435643563,0.0537396702776709,101,68,30,3,not_evaluated,not_evaluated
That’s one way to escape this conversation...,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
it's still 2020. Dig deeper,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
"When I said ‘bury your emotions,’ this isn’t exactly what I meant...",1.3564356435643563,0.0555515253033882,101,69,28,4,not_evaluated,not_evaluated
You said you wanted to have a conversation on a deeper level,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
Gardening can be a great way to relieve stress,1.3564356435643563,0.0590085719831736,101,71,24,6,not_evaluated,not_evaluated
"Your dependence on that shovel,  Gloria, is one clue that you may not be, in fact, be a gopher,",1.3564356435643563,0.0653765307691848,101,75,16,10,not_evaluated,not_evaluated
That’s it. You’re paying for it this time.,1.3564356435643563,0.0573061232811397,101,70,26,5,not_evaluated,not_evaluated
That's not what I meant when I said we need to dig deep,1.3564356435643563,0.0573061232811397,101,70,26,5,not_evaluated,not_evaluated
"So if you do find Steve McQueen, and you both escape, then what?",1.3529411764705883,0.0633116048875717,102,75,18,9,not_evaluated,not_evaluated
Whoopsie.  I meant figuratively . . .,1.3529411764705883,0.0585315994241169,102,72,24,6,not_evaluated,not_evaluated
"We’ve unearthed so much today, but our time is up.",1.3529411764705883,0.0617593899959762,102,74,20,8,not_evaluated,not_evaluated
No offense. I’m just looking for a little alone time.,1.3529411764705883,0.0585315994241169,102,72,24,6,not_evaluated,not_evaluated
there are easier ways to quit therapy,1.3529411764705883,0.0585315994241169,102,72,24,6,not_evaluated,not_evaluated
"When I said you should dig into your subconscious, I didn't mean it literally!",1.35,0.0519809599951771,100,67,31,2,not_evaluated,not_evaluated
We ended last week with your husband concerned you might be a gold digger.,1.35,0.0557320429022712,100,69,27,4,not_evaluated,not_evaluated
What do you think he meant when he asked you to dig up dirt on his opponent?,1.35,0.0672324476737387,100,76,13,11,not_evaluated,not_evaluated
Dig deep. Find your truth.,1.35,0.0609271795844942,100,72,21,7,not_evaluated,not_evaluated
"I know you're an archeologist, but I was using 'digging deeper' as a metaphor.",1.35,0.0609271795844942,100,72,21,7,not_evaluated,not_evaluated
No. Dr. Smith is in the building across the street.,1.35,0.0557320429022712,100,69,27,4,not_evaluated,not_evaluated
"It's obvious you're not being honest with yourself, and you keep digging yourself in a hole",1.35,0.0609271795844942,100,72,21,7,not_evaluated,not_evaluated
"Ms. Mills, I need to clarify that what we're aiming for in your therapy is a breakthrough, not a break out.",1.35,0.0575159178669766,100,70,25,5,not_evaluated,not_evaluated
"Now let's try that again using ""I feel"" statements",1.35,0.0592461054424762,100,71,23,6,not_evaluated,not_evaluated
"I don't think you understand the phrase ""Let's get to the bottom of this""",1.35,0.0538891492235719,100,68,29,3,not_evaluated,not_evaluated
"My understanding is that the rule means 6 feet across from, not 6 feet under.",1.35,0.065712874067277,100,75,15,10,not_evaluated,not_evaluated
"No, you won't find yourself down there either.",1.35,0.0592461054424762,100,71,23,6,not_evaluated,not_evaluated
"That’s not exactly what I meant when I said, ‘we’ll get to the bottom of this.’",1.35,0.0592461054424762,100,71,23,6,not_evaluated,not_evaluated
"Not quite what I meant by 'digging into your past"", but whatever works best for you.",1.35,0.0557320429022712,100,69,27,4,not_evaluated,not_evaluated
We should be able to dig to China before the election.,1.35,0.0625630994607956,100,73,19,8,not_evaluated,not_evaluated
"While you’re down there, can you look for my daddy issues?",1.35,0.0625630994607956,100,73,19,8,not_evaluated,not_evaluated
You do realize that you're digging yourself into a hole.,1.346938775510204,0.0582044988770454,98,69,24,5,not_evaluated,not_evaluated
"Yes, Senator Collins, we will all be VERY DISAPPOINTED as well if you can't dig deep enough to remember where you misplaced your backbone.",1.346938775510204,0.0681918199190843,98,75,12,11,not_evaluated,not_evaluated
That's not what I meant when I told you to go deeper.,1.346938775510204,0.0599846407445505,98,70,22,6,not_evaluated,not_evaluated
Feel free to sit wherever you're most comfortable.,1.346938775510204,0.0633951417436888,98,72,18,8,not_evaluated,not_evaluated
I hope we can discuss your Great Escapism during our next session.,1.346938775510204,0.0617134552668832,98,71,20,7,not_evaluated,not_evaluated
"Yes, China has fewer cases, but I don't think that is the answer to your problems.",1.346938775510204,0.0544699625305395,98,67,28,3,not_evaluated,not_evaluated
This is exactly what I was talking about..,1.346938775510204,0.0599846407445505,98,70,22,6,not_evaluated,not_evaluated
This wasn't precisely what  meant when I asked you to dig deeper.,1.346938775510204,0.0617134552668832,98,71,20,6,not_evaluated,not_evaluated
I meant we should 'dig deep' into your compulsion to go to extremes.,1.346938775510204,0.0582044988770454,98,69,24,5,not_evaluated,not_evaluated
"I'm sorry, we're out of time. We'll dig deeper next week.",1.346938775510204,0.0582044988770454,98,69,24,5,not_evaluated,not_evaluated
You have early signs of gold digger syndrome.,1.346938775510204,0.0617134552668832,98,71,20,7,not_evaluated,not_evaluated
"Just hand out the candy, they can see we’re home!",1.346938775510204,0.0650333563060312,98,73,16,9,not_evaluated,not_evaluated
It seems that your literal self is clashing with your proverbial self.,1.346938775510204,0.0563681670253981,98,68,26,4,not_evaluated,not_evaluated
"Yes, hold on, let me just finish this sudoku.",1.346938775510204,0.0599846407445505,98,70,22,6,not_evaluated,not_evaluated
That's all the time we had. Let's continue to explore your buried past next week.,1.346938775510204,0.0582044988770454,98,69,24,5,not_evaluated,not_evaluated
"As your therapist, I’m begging you to at least bring your seasonal affective disorder lamp with you into the hole.",1.346938775510204,0.0633951417436888,98,72,18,8,not_evaluated,not_evaluated
Nice digging today.  Come back next week and we'll  continue.,1.346938775510204,0.0544699625305395,98,67,28,3,not_evaluated,not_evaluated
"That’s it for now. Next session, same hole?",1.346938775510204,0.0617134552668832,98,71,20,7,not_evaluated,not_evaluated
It's not exactly what I had in mind when I said I wanted you to dig deeper.,1.346938775510204,0.0563681670253981,98,68,26,4,not_evaluated,not_evaluated
Data shows your safest place is China.,1.346938775510204,0.0449467057448791,98,70,25,3,not_evaluated,not_evaluated
Worst therapy exercise ever.,1.346938775510204,0.0633951417436888,98,72,18,8,not_evaluated,not_evaluated
I figured that burying my head in the sand wouldn’t be enough.,1.346938775510204,0.0599846407445505,98,70,22,6,not_evaluated,not_evaluated
This isn’t what I meant when I said you need to dig deeper to find your inner happiness,1.346938775510204,0.0563681670253981,98,68,26,4,not_evaluated,not_evaluated
"‘Nope, still 2020.",1.346938775510204,0.0525031749740296,98,66,30,2,not_evaluated,not_evaluated
"Time’s up, but next week I’m going to need you to dig deeper.",1.346938775510204,0.0617134552668832,98,71,20,7,not_evaluated,not_evaluated
We have a door.,1.346938775510204,0.0563681670253981,98,68,26,4,not_evaluated,not_evaluated
"There's a window and a door, Sharon.",1.346938775510204,0.0563681670253981,98,68,26,4,not_evaluated,not_evaluated
"Actually, I see it as breaking new ground.",1.3465346534653466,0.0552861925081731,101,70,27,4,not_evaluated,not_evaluated
You may want to stop digging when you find yourself in a hole.,1.3465346534653466,0.0620374265260219,101,74,19,8,not_evaluated,not_evaluated
My diagnosis is a severe case of tunnel vision.,1.3465346534653466,0.0587588519800308,101,72,23,6,not_evaluated,not_evaluated
"Susan, I think it may be time to talk about your avoidance issues.",1.3465346534653466,0.0587588519800308,101,72,23,6,not_evaluated,not_evaluated
"When I said last week that I wanted you to dig deeper, I assumed you understood I was speaking metaphorically.",1.3465346534653466,0.0587588519800308,101,72,23,6,not_evaluated,not_evaluated
That is not what I meant when I said you have to bury your problems.,1.3465346534653466,0.0570489516470809,101,71,25,5,not_evaluated,not_evaluated
Wouldn't eating your emotions be easier than burying them?,1.3465346534653466,0.0636133798186495,101,75,17,9,not_evaluated,not_evaluated
"Sorry hon, I don't think you're gonna be able to escape 2020 that way.",1.3465346534653466,0.0552861925081731,101,70,27,4,not_evaluated,not_evaluated
We’ll pick this up next week.,1.3465346534653466,0.0587588519800308,101,72,23,6,not_evaluated,not_evaluated
"Ms. Bedelia, this is what I meant about you taking things too literally. ‘Bury your feelings’ is an expression.",1.3465346534653466,0.0604203813956132,101,73,21,7,not_evaluated,not_evaluated
"I’m telling you, after building my basement your depression will be cured",1.34375,0.0642570990685212,96,71,17,8,not_evaluated,not_evaluated
"Let's hope you find that buried treasure because, no, I still don't accept insurance.",1.34375,0.0607484838450613,96,69,21,6,not_evaluated,not_evaluated
I suspect that somewhere in your childhood you missed the lesson on figuratively versus literally.,1.34375,0.0625274062718718,96,70,19,7,not_evaluated,not_evaluated
"Just noting for the record, I wanted you to relax, lie on the couch, and talk this through instead of trying to dig your own way out.",1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
You're in grave danger,1.3404255319148937,0.0633705741682202,94,69,18,7,not_evaluated,not_evaluated
You say you feel like you are trapped in a Hopper painting.  Go on.,1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
"Your fascination with Jules Verne is understandable, but I’m afraid my schedule and your insurance will only cover a journey to the center of your girth.",1.3404255319148937,0.0651506735944846,94,70,16,8,not_evaluated,not_evaluated
Now let’s go wider.,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
"When I said we were going to dig deeper into your problems, I meant it metaphorically.",1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
"You’re either having a breakthrough, or you’ve hit the water line.",1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
"Don’t worry, I’m the one who said, make yourself comfortable.",1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
Let’s talk about social distancing versus social isolation.,1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
"It's not just the dirt, is it, Debby? Isn't it more about the fact that we're on the sixth floor?",1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
What makes you think filling it back in again is insane?,1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
"On second thought, let's not dig into your problem of taking everything literally.",1.3404255319148937,0.0535903598922796,94,64,28,2,not_evaluated,not_evaluated
When I said dig deep I meant your unconscious,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
"- More digging, less whining.",1.3404255319148937,0.0633705741682202,94,69,18,7,not_evaluated,not_evaluated
It looks like we've uncovered a new issue.,1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
"When you say the stimulants are giving you ""too much energy,"" how do you mean?",1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
It's one thing to hold your ground but you're really digg'in in on this one,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
The world is going to Hell.  I'm going to get there early and find the best apartment.,1.3404255319148937,0.0633705741682202,94,69,18,7,not_evaluated,not_evaluated
Now that we've established that you are under my control...do you do windows?,1.3404255319148937,0.0651506735944846,94,70,16,8,not_evaluated,not_evaluated
"If I didn’t know you were dreaming, I’d be a bit more upset about my floor.",1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
Would you mind digging it large enough for two ?,1.3404255319148937,0.0633705741682202,94,69,18,7,not_evaluated,not_evaluated
Have you always taken people so literally?,1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
"You see, Doctor,  this method allows for me to sweep all my problems under the rug.",1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
So when I suggested we dig into your past...,1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
This is not how you dig yourself out of your problems.,1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
Let's continue digging into this.  We're making tremendous progress!,1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
"I know it seems unconventional, but it's the only way we'll get to the bottom of your fear of metaphors.",1.3404255319148937,0.0525122497488106,94,66,25,3,not_evaluated,not_evaluated
Let’s dig deeper on why you feel you’re too literal.,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
...is that for me or for you?”,1.3404255319148937,0.0651506735944846,94,70,16,8,not_evaluated,not_evaluated
You took a wrong turn at the water main.,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
Looks like your issues are deeper than I thought,1.3404255319148937,0.0577017146382531,94,66,24,4,not_evaluated,not_evaluated
Freud never really talked about this kind of hole,1.3404255319148937,0.0556839947632102,94,64,26,3,not_evaluated,not_evaluated
Your 2020 can’t be that bad,1.3404255319148937,0.0596512235549243,94,67,22,5,not_evaluated,not_evaluated
How much more digging until I find myself?,1.3404255319148937,0.0615390044687492,94,68,20,6,not_evaluated,not_evaluated
Dig Deeper was more of a metaphor....,1.3402061855670102,0.0584129266849126,97,69,23,5,not_evaluated,not_evaluated
Your psychosis is rooted in childhood. Dig deeper.,1.3402061855670102,0.0636898728276654,97,72,17,8,not_evaluated,not_evaluated
You just keep digging yourself in deeper and deeper.,1.3402061855670102,0.0653542388304431,97,73,15,9,not_evaluated,not_evaluated
"Perhaps you misunderstood when I said we needed to ""dig deep"" to solve your problem.",1.3402061855670102,0.0584129266849126,97,69,23,5,not_evaluated,not_evaluated
I'm seeing progress in your relationship to metaphor.,1.3402061855670102,0.0653542388304431,97,73,15,9,not_evaluated,not_evaluated
"When you told me of your urge to go down under, I thought you meant Australia.",1.3402061855670102,0.0584129266849126,97,69,23,5,not_evaluated,not_evaluated
Just gonna check out hell so we know all our options.,1.3402061855670102,0.0602233064203501,97,70,21,6,not_evaluated,not_evaluated
Let's bring it back into the room.,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
That's really not the best way to hide from your problems.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"I was speaking metaphorically, but go ahead now that you’ve started.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"If you really don't want to talk about it, that's fine.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Before you dig any further, I should tell you there is no dirt below us. Were on the eighth floor!",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Okay, we've dug deep enough for today",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"When I said ""Dig deep"", I didn't mean it literally.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
I think we’ll have to dig a little deeper.,1.3369565217391304,0.049549267766803,92,65,23,3,not_evaluated,not_evaluated
Now we can work on how you will dig your way out of it.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"No,your mother is not buried in my office and no, it’s not her fault.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"What I meant was, “You can’t go any lower, emotionally”.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"I'm sick and tired of you always saying, ""go deeper.""  Is this deep enough?",1.3369565217391304,0.06786128369977,92,70,13,9,not_evaluated,not_evaluated
"Carol, when I say dig deeper, I’m speaking figuratively.",1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
"Not to belabor the obvious, but you're really digging a hole for yourself.""",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
So how did you like China?,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
What if I told you to jump out the window?,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
China.  Make a left at the floor drain and dig another million miles.,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"I'm referring you to Dr. Bloom. She's about forty yards due north and seventeen east. If you hit a glacial erratic, you've gone too far.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"I didn't literally mean it when I said ""Go deep.""",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
« You hit a pipe. That’s not good. »,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
Maybe your ex-husband was right.,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"If you're uncomfortable using the restroom in the lobby, Janet, just say so.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Today, we're digging deep.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
This isn't what I meant when I suggested you become more grounded.,1.3369565217391304,0.0563187763178893,92,64,25,3,not_evaluated,not_evaluated
Four more years?  I'd say an underground bunker is quite sensible really.,1.3369565217391304,0.0563187763178893,92,64,25,3,not_evaluated,not_evaluated
"Susan, I must say, this is very passive-aggressive. You know that's not what I meant when I asked if you could go any deeper.",1.3369565217391304,0.0563187763178893,92,64,25,3,not_evaluated,not_evaluated
"So, you gave up on cracking the Glass Ceiling?",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
You can't escape from the prison of  yourself,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
Still trying to dig up dirt on your ex?,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
Time's up today.  Let's talk more about getting to China next visit.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"When I say “dig deep”, I mean in a metaphorical sense.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
Are you sure I can’t talk you into a Peloton?,1.3369565217391304,0.0604118171587578,92,71,13,8,not_evaluated,not_evaluated
"When I said, 'You are digging yourself into a hole, I did not mean it literally.'",1.3369565217391304,0.0660776988260131,92,69,15,8,not_evaluated,not_evaluated
What do you do to stay grounded?,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Perhaps we should focus on smaller aspects of our home renovation, such as choosing curtains.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
By my calculations you'll make it to Australia around the time we expect to leave lockdown.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"We can ""dig deeper"" figuratively as well.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
The CDC now says we must be at least 6 feet underground.,1.3369565217391304,0.0594149971034545,92,68,18,6,not_evaluated,not_evaluated
"I see you're choosing the hardest way out, as usual.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"When you reach 5 feet, then I'll give you the adderall prescription.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
I said this house IS a money pit...,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"When you find you have dug yourself into a hole, stop digging!",1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
"Yes, probably safer than flying to China. But you'll still need a mask when you get there.",1.3369565217391304,0.064244616419603,92,69,13,8,not_evaluated,not_evaluated
You said to dig deeper!,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
Let’s try getting to the root of your problems in a more abstract sense.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
This wasn't what I meant  by a holistic approach to your problems.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"I appreciate that the yoga studio downstairs is called ""Recesses of Your Mind"", but that is not what I meant.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
Next week we'll try the TNT and see if we get to your dad.,1.3369565217391304,0.0563187763178893,92,64,25,3,not_evaluated,not_evaluated
"Sorry, wrong address.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"When I suggested we bury the hatchet, I meant metaphorically.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
I think we’re finally getting to the root of your problem.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"Yes, but when I said ""dig deeper"", I meant something else.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
You’re sure you wouldn’t be more comfortable on the chaise lounge?,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
I'll fill you in later but this is a common problem.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
First- Stop digging!,1.3369565217391304,0.0660776988260131,92,69,15,8,not_evaluated,not_evaluated
I knew I shouldn't have put a shovel in her casket,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Dig further, we’re getting to the bottom of your problem.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"Keep going, you've almost reached your childhood traumas.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"And how did that make you feel? C'mon, dig deep.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
Annnnd you're back.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
How long have you been acting out these metaphors?,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"I think you’re finally making substantial progress, but really try to dig deeper.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
I think it’s time we move our sessions to the park across the street.”,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
Glad to see that you're coming out of your depression,1.3369565217391304,0.0660776988260131,92,69,15,8,not_evaluated,not_evaluated
"So, I’m feeling that digging yourself out of holes that you unconsciously create could be a key  theme in your life.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"Carla, I need you to stop burying your feelings.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
Perhaps you take things too literally.,1.3369565217391304,0.0563187763178893,92,64,25,3,not_evaluated,not_evaluated
"Oh, cool, my first breakthrough with a patient.",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"Hmmm. At this rate, it will take at least the next four years to get to Canada.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
How about we move on from burying the past?,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"You do realize ""Can ya dig it?""  is only an expression, right?",1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
So that's why your husband called you a gold digger,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"I don’t know, how about, stop digging?",1.3369565217391304,0.0594149971034545,92,68,18,6,not_evaluated,not_evaluated
Let's try for childhood trauma before China.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
Got it: “repressed” instead of  “buried.”,1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
"When I said to let us explore the dirt, I did not mean to dig a hole in my carpet.  This is a cognitive therapy not a behavior therapy.",1.3369565217391304,0.06786128369977,92,70,13,9,not_evaluated,not_evaluated
"Digging deep is just a metaphor, really.",1.3369565217391304,0.0584011653067284,92,65,23,4,not_evaluated,not_evaluated
"Ah, it was merely a figure of speech!",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"So,when did these problems begin to resurface?",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"I take it back, Ms. Colfax—you don’t always take the easy way out.",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"That isn't what I meant by ""can you dig it?""",1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
"Sorry, still reality.",1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
Oh no! I said stand safe distance six feet apart not six feet under.,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"I meant, 'let's explore your feelings.'",1.3369565217391304,0.0541563756422555,92,63,27,2,not_evaluated,not_evaluated
Are you here about the gophers?,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
Seems like you just keep digging yourself into a hole.,1.3369565217391304,0.064244616419603,92,68,17,7,not_evaluated,not_evaluated
I think you’re digging yourself into a hole you can’t get out of.,1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
"Welcome to the last chamber, Lucy. It is me: the therapist of your therapist's therapist",1.3369565217391304,0.062357671506099,92,67,19,6,not_evaluated,not_evaluated
This isn’t the place to bury your feelings.,1.3369565217391304,0.0604118171587578,92,66,21,5,not_evaluated,not_evaluated
"That's not what I meant by ""dig deeper"".",1.3368421052631578,0.0645607543340132,95,71,16,8,not_evaluated,not_evaluated
Can you think of anywhere else we haven’t looked?,1.3368421052631578,0.0591286605883844,95,68,22,5,not_evaluated,not_evaluated
I can tell that you have been eating nightshades again,1.3368421052631578,0.0609931362426121,95,69,20,6,not_evaluated,not_evaluated
There's a much easier way to get authentic Chinese,1.336734693877551,0.0631321430327626,98,73,17,8,not_evaluated,not_evaluated
That's what I have been saying. You always dig yourself into a hole.,1.336734693877551,0.0597066211777185,98,71,21,6,not_evaluated,not_evaluated
So let’s talk about everything you have buried.,1.336734693877551,0.0560722189770475,98,69,25,4,not_evaluated,not_evaluated
"This isn't exactly what I meant by ""dig deeper"".",1.336734693877551,0.0579179348452168,98,70,23,5,not_evaluated,not_evaluated
"I said 'hunker', not 'bunker'.  It's 'hunker down'""",1.336734693877551,0.0579179348452168,98,70,23,5,not_evaluated,not_evaluated
That’s deep.,1.336734693877551,0.0597066211777185,98,71,21,6,not_evaluated,not_evaluated
"I'm glad you no longer feel like crawling in a hole, but I still think we should reduce your medication.",1.336734693877551,0.0560722189770475,98,69,25,4,not_evaluated,not_evaluated
"When I said you bury your feelings, I didn’t say to dig them up.",1.336734693877551,0.0597066211777185,98,71,21,6,not_evaluated,not_evaluated
What happens if you use a simile instead?,1.336734693877551,0.0614432587692449,98,72,19,7,not_evaluated,not_evaluated
